contrast,time,channel,t_obs,cluster,p_val
blurr_right - normal_right,0.8120,CP5,6.4122,NA,1.0000
blurr_right - normal_right,0.8120,CP3,1.3267,NA,1.0000
blurr_right - normal_right,0.8120,CP1,-0.0786,NA,1.0000
blurr_right - normal_right,0.8120,CPz,-3.5865,NA,1.0000
blurr_right - normal_right,0.8120,CP2,-2.5006,NA,1.0000
blurr_right - normal_right,0.8120,CP4,-1.8964,NA,1.0000
blurr_right - normal_right,0.8120,CP6,-0.9468,NA,1.0000
blurr_right - normal_right,0.8120,TP8,-0.1327,NA,1.0000
blurr_right - normal_right,0.8120,TP10,0.2497,NA,1.0000
blurr_right - normal_right,0.8120,P7,790.1948,pos_221,1.0000
blurr_right - normal_right,0.8120,P5,3.8599,NA,1.0000
blurr_right - normal_right,0.8120,P3,3.2335,NA,1.0000
blurr_right - normal_right,0.8120,Pz,-1.7738,NA,1.0000
blurr_right - normal_right,0.8120,P4,-1.6139,NA,1.0000
blurr_right - normal_right,0.8120,P6,-1.0933,NA,1.0000
blurr_right - normal_right,0.8120,P8,-0.3879,NA,1.0000
blurr_right - normal_right,0.8120,PO9,40.9339,pos_221,1.0000
blurr_right - normal_right,0.8120,PO7,6.1805,NA,1.0000
blurr_right - normal_right,0.8120,PO3,1.8185,NA,1.0000
blurr_right - normal_right,0.8120,POz,-2.1129,NA,1.0000
blurr_right - normal_right,0.8120,PO4,-2.1425,NA,1.0000
blurr_right - normal_right,0.8120,PO8,-0.6509,NA,1.0000
blurr_right - normal_right,0.8120,PO10,0.3760,NA,1.0000
blurr_right - normal_right,0.8120,O1,3.9740,NA,1.0000
blurr_right - normal_right,0.8120,Oz,0.4799,NA,1.0000
blurr_right - normal_right,0.8120,O2,-0.3767,NA,1.0000
blurr_right - normal_right,0.8140,Fp1,0.6740,NA,1.0000
blurr_right - normal_right,0.8140,Fpz,1.6068,NA,1.0000
blurr_right - normal_right,0.8140,Fp2,-0.3615,NA,1.0000
blurr_right - normal_right,0.8140,AF7,1.1533,NA,1.0000
blurr_right - normal_right,0.8140,AF3,-1.4169,NA,1.0000
blurr_right - normal_right,0.8140,AFz,-0.8239,NA,1.0000
blurr_right - normal_right,0.8140,AF4,-4.2746,NA,1.0000
blurr_right - normal_right,0.8140,AF8,0.8400,NA,1.0000
blurr_right - normal_right,0.8140,F9,9.2463,NA,1.0000
blurr_right - normal_right,0.8140,F7,1.9795,NA,1.0000
blurr_right - normal_right,0.8140,F5,0.6760,NA,1.0000
blurr_right - normal_right,0.8140,F3,-0.2866,NA,1.0000
blurr_right - normal_right,0.8140,Fz,-2.9514,NA,1.0000
blurr_right - normal_right,0.8140,F4,-34.3700,neg_246,1.0000
blurr_right - normal_right,0.8140,F6,-1.3547,NA,1.0000
blurr_right - normal_right,0.8140,F8,0.6814,NA,1.0000
blurr_right - normal_right,0.8140,F10,3.6605,NA,1.0000
blurr_right - normal_right,0.8140,FT7,14.0651,pos_212,1.0000
blurr_right - normal_right,0.8140,FC5,-0.1680,NA,1.0000
blurr_right - normal_right,0.8140,FC3,-0.0749,NA,1.0000
blurr_right - normal_right,0.8140,FC1,-1.1817,NA,1.0000
blurr_right - normal_right,0.8140,FC2,-8.7792,NA,1.0000
blurr_right - normal_right,0.8140,FC4,-5.0245,NA,1.0000
blurr_right - normal_right,0.8140,FC6,-2.1531,NA,1.0000
blurr_right - normal_right,0.8140,FT8,-0.5389,NA,1.0000
blurr_right - normal_right,0.8140,T7,0.3766,NA,1.0000
blurr_right - normal_right,0.8140,C5,6.1359,NA,1.0000
blurr_right - normal_right,0.8140,C3,0.5431,NA,1.0000
blurr_right - normal_right,0.8140,C1,-0.3511,NA,1.0000
blurr_right - normal_right,0.8140,Cz,-3.6893,NA,1.0000
blurr_right - normal_right,0.8140,C2,-2.3808,NA,1.0000
blurr_right - normal_right,0.8140,C4,-3.0801,NA,1.0000
blurr_right - normal_right,0.8140,C6,-0.9172,NA,1.0000
blurr_right - normal_right,0.8140,T8,-0.4147,NA,1.0000
blurr_right - normal_right,0.8140,TP9,1.7501,NA,1.0000
blurr_right - normal_right,0.8140,TP7,5.0909,NA,1.0000
blurr_right - normal_right,0.8140,CP5,3.6996,NA,1.0000
blurr_right - normal_right,0.8140,CP3,1.1375,NA,1.0000
blurr_right - normal_right,0.8140,CP1,0.1354,NA,1.0000
blurr_right - normal_right,0.8140,CPz,-3.8387,NA,1.0000
blurr_right - normal_right,0.8140,CP2,-2.3924,NA,1.0000
blurr_right - normal_right,0.8140,CP4,-1.8832,NA,1.0000
blurr_right - normal_right,0.8140,CP6,-1.0379,NA,1.0000
blurr_right - normal_right,0.8140,TP8,-0.2806,NA,1.0000
blurr_right - normal_right,0.8140,TP10,0.1950,NA,1.0000
blurr_right - normal_right,0.8140,P7,28.3893,pos_221,1.0000
blurr_right - normal_right,0.8140,P5,2.9453,NA,1.0000
blurr_right - normal_right,0.8140,P3,2.1326,NA,1.0000
blurr_right - normal_right,0.8140,Pz,-2.0766,NA,1.0000
blurr_right - normal_right,0.8140,P4,-1.6203,NA,1.0000
blurr_right - normal_right,0.8140,P6,-1.0830,NA,1.0000
blurr_right - normal_right,0.8140,P8,-0.4705,NA,1.0000
blurr_right - normal_right,0.8140,PO9,1368.1705,pos_221,1.0000
blurr_right - normal_right,0.8140,PO7,5.0962,NA,1.0000
blurr_right - normal_right,0.8140,PO3,1.6689,NA,1.0000
blurr_right - normal_right,0.8140,POz,-2.2788,NA,1.0000
blurr_right - normal_right,0.8140,PO4,-2.1908,NA,1.0000
blurr_right - normal_right,0.8140,PO8,-0.7219,NA,1.0000
blurr_right - normal_right,0.8140,PO10,0.1840,NA,1.0000
blurr_right - normal_right,0.8140,O1,3.7042,NA,1.0000
blurr_right - normal_right,0.8140,Oz,0.2218,NA,1.0000
blurr_right - normal_right,0.8140,O2,-0.5526,NA,1.0000
blurr_right - normal_right,0.8160,Fp1,0.6192,NA,1.0000
blurr_right - normal_right,0.8160,Fpz,0.7995,NA,1.0000
blurr_right - normal_right,0.8160,Fp2,-0.7211,NA,1.0000
blurr_right - normal_right,0.8160,AF7,1.4476,NA,1.0000
blurr_right - normal_right,0.8160,AF3,-1.7239,NA,1.0000
blurr_right - normal_right,0.8160,AFz,-0.9385,NA,1.0000
blurr_right - normal_right,0.8160,AF4,-5.2965,NA,1.0000
blurr_right - normal_right,0.8160,AF8,0.0857,NA,1.0000
blurr_right - normal_right,0.8160,F9,6.2770,NA,1.0000
blurr_right - normal_right,0.8160,F7,1.7736,NA,1.0000
blurr_right - normal_right,0.8160,F5,0.7921,NA,1.0000
blurr_right - normal_right,0.8160,F3,-0.1687,NA,1.0000
blurr_right - normal_right,0.8160,Fz,-2.2559,NA,1.0000
blurr_right - normal_right,0.8160,F4,-31.6327,neg_246,1.0000
blurr_right - normal_right,0.8160,F6,-2.4453,NA,1.0000
blurr_right - normal_right,0.8160,F8,0.0896,NA,1.0000
blurr_right - normal_right,0.8160,F10,2.5952,NA,1.0000
blurr_right - normal_right,0.8160,FT7,1.7699,NA,1.0000
blurr_right - normal_right,0.8160,FC5,-0.0495,NA,1.0000
blurr_right - normal_right,0.8160,FC3,0.6226,NA,1.0000
blurr_right - normal_right,0.8160,FC1,0.1844,NA,1.0000
blurr_right - normal_right,0.8160,FC2,-6.9993,NA,1.0000
blurr_right - normal_right,0.8160,FC4,-4.8834,NA,1.0000
blurr_right - normal_right,0.8160,FC6,-2.7981,NA,1.0000
blurr_right - normal_right,0.8160,FT8,-0.9992,NA,1.0000
blurr_right - normal_right,0.8160,T7,2.0850,NA,1.0000
blurr_right - normal_right,0.8160,C5,3.0767,NA,1.0000
blurr_right - normal_right,0.8160,C3,0.8470,NA,1.0000
blurr_right - normal_right,0.8160,C1,0.0792,NA,1.0000
blurr_right - normal_right,0.8160,Cz,-2.8369,NA,1.0000
blurr_right - normal_right,0.8160,C2,-2.0757,NA,1.0000
blurr_right - normal_right,0.8160,C4,-2.5170,NA,1.0000
blurr_right - normal_right,0.8160,C6,-1.1338,NA,1.0000
blurr_right - normal_right,0.8160,T8,-0.4266,NA,1.0000
blurr_right - normal_right,0.8160,TP9,20.1204,pos_221,1.0000
blurr_right - normal_right,0.8160,TP7,5.2307,NA,1.0000
blurr_right - normal_right,0.8160,CP5,2.8997,NA,1.0000
blurr_right - normal_right,0.8160,CP3,1.1333,NA,1.0000
blurr_right - normal_right,0.8160,CP1,0.3316,NA,1.0000
blurr_right - normal_right,0.8160,CPz,-3.8011,NA,1.0000
blurr_right - normal_right,0.8160,CP2,-2.2168,NA,1.0000
blurr_right - normal_right,0.8160,CP4,-1.7681,NA,1.0000
blurr_right - normal_right,0.8160,CP6,-1.0527,NA,1.0000
blurr_right - normal_right,0.8160,TP8,-0.5411,NA,1.0000
blurr_right - normal_right,0.8160,TP10,0.1021,NA,1.0000
blurr_right - normal_right,0.8160,P7,10.6658,NA,1.0000
blurr_right - normal_right,0.8160,P5,2.6192,NA,1.0000
blurr_right - normal_right,0.8160,P3,1.8038,NA,1.0000
blurr_right - normal_right,0.8160,Pz,-2.1774,NA,1.0000
blurr_right - normal_right,0.8160,P4,-1.5608,NA,1.0000
blurr_right - normal_right,0.8160,P6,-1.0226,NA,1.0000
